Document;Topic;Name;Top_n_words;Probability;Representative_document
pole accueil personnel;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
agence pôle bien personnel écoute;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.8346058305585329;False
very polite and professional staff alway help;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;1.0;False
bien entretien moment bien;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;1.0;False
problème compte transfert dossier celer rapide clair efficace;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.14503493599906317;False
rien cas patience humilité conseiller;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;1.0;False
lieu formation eolia bien;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.5599132308671667;False
rien;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;1.0;False
personnel écoute;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;1.0;False
bien bien rapport parcours professionnel bon année 2022 équipe;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;1.0;False
bon suivi conseil personnaliser situation;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.11582308147119799;False
bon accueil personnel compétent professionnel service public bravo équipe;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.7109821821408104;False
hhjv hihygrv heure joint jvyvh guerre gigogne gill jvv gonfler vendredi bébé défit dis admin classe côté temps vrai 6ème étage entrée individuel train sujet mail biais temps bon malade père princesse magnifique trop tard bien pub bus petit chance début siècle date sortie défit pub compte pub compte groupe petit question journée mardi soir pari virement mardi soir live site vme vente installation gros truc poste similaire train;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.9553958586660722;False
stress procédure grâce équipe;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
personnel parfaitement;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;1.0;False
accueil attente rapide conseiller problème minute dernier gentil précis explication;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
chance habitant gisors courcelle gisor méru catastrophe dossier csp bout mois licencié cause économique jour calcul indemnisation faux provisoire jour aucun réponse mail méru beauvai situation malade;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
agréablement surprise sérieux conseiller pôle emploi grand mme silva professionnalisme dossier rapidement;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.9245542650692723;False
entreprise contact public plupart temps satisfaction client pôle gisors modèle réussite accueil globalité(réception cadre)est satisfaisant temps réactivité satisfaisant(délai prise charge client traitement dossier réponse ultra rapide heure écoute disponibilité acteur agréablement surprise esprit entraide conscience professionnel élevé directeur chose bravo équipe;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
bien agence dynamique beaucoup chance formation agence gisors emploi aujourd'hui bien soutenir collègue investi;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.9750979497971017;False
période difficile patience vrai conseil beaucoup professionalisme pathos relation confiance vrai travail écoute solution effort simplement expliquer conseiller;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
rdv problème heure conseiller bien écoute;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
agence février fois rendez mercredi février superbe conseillèr dynamique écoute dossier inscription bon suivi rien parfaite bientôt céline;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.7389808087630837;False
vraiment bon agence écoute accueil personnel investir parti;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;1.0;False
chapeau conseiller conseil pertinent suivi proximité aide financier formation ... société grand;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
apre semaine relance attente réussir agence ...;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;1.0;False
bien;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.3304447735456717;False
bien accueil agréable bon écoute bon conseils.merci;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
personnel compétent professionnel;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.6225365832371413;False
boulot march;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.6664277073516225;False
bon accueil prise charge rapide efficace;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.690922161828287;False
bonjour agence matin aide jeune garçon service civique problème rien temps aide gentillesse;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;1.0;False
personnel vraiment sympathique;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;1.0;False
pôle langres 5/5 équipe disponible agréable aide réponse question employé 3949 ... pointé utilité ... interlocuteur téléphone .... finir bout minute communication bien audible .... appel hop ... facile réponse;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
bien;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.33433699729934696;False
traitement dossier rapide bon accueil concret;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;1.0;False
courage patient mission;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
attention durer covid sûr convocation bien agence téléphone déplacement inutile bon conseiller écoute;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.6567859473610764;False
fermeture exceptionnel bayonne simple porte trajet;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
chômage ressource;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
équipe compétent écoute;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
bon accueil écoute;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;1.0;True
nan;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.45738647584806746;False
bon accueil bien;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;1.0;False
great;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.8270629527629259;False
fin 2021 agence affaire conseiller conseiller téléphone compétent agréable compréhensif;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;1.0;False
conseiller mme lemaistr grand aide soutien choix numéro pôle souci dossier conseiller agence problème rapidement gentillesse énorme;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;1.0;False
chose arrivée france pôle emploi ici conseiller mme pinel professionnel serviable gentille prêt problème opérateur pôle emploi gentil prompt énorme difficulté français arrivée jamais faire anglais italien mieux pôle emploi vraiment satisfait;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.9234813976807231;False
mesure sécurité place accueil agréable demande compte hic facilement secteur parking pôle emploi visiteur;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.2267159242472737;False
jour projet personnel agréable dispositif mise place contre covid bien rien;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
monsieur zapata professionnalisme;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.5821254662584006;False
expérience conseiller écoute disponible patient navré ayon ressentie bon courage suite courtois faire situation;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
accueil personnel bien barrière renseignement guichet bon idée perte temps recherche souci ordinateur lieu barrage entrée guichet;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
tre bon suivi conseiller uzzan directeur agence compréhensif licence domaine niveau bac+4;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;1.0;False
matinee conseiller compétent prêt confiance;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
bon conseiller formation moyen bureau moderne délai attribution conseiller long;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;1.0;False
bon accueil monsieur robert dernier beaucoup dossier compétent professionnel;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
employé(e) aimable service .... lourdeur processus administratif;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
bon accueil conseiller agréable compétent;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;1.0;False
personnel sympathique;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;1.0;False
équipe agence.pour gentillesse.leur aide renseignement ... informatique la.pour reçu.ce mercredi conseiller adorable ecoute opérationnel.merci tte equipe;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.9514269351748561;False
conseillère top service civique beaucoup opérationnel mari;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
stupéfiant imconpetence apogée;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.26927761371864817;False
entretien;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
bon accueil accueillie beaucoup;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.8412645577192391;False
trop bien travail;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
conviviabl;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.47075828963509125;False
écoute;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;1.0;False
bien;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.4542505196028935;False
toilet don' put star becaus the seem nice they assign thi agency two hours away from address all business closed because then top that you hav minute just giv out some document you cannot provid toilet can totally hold out for hour but sure people can' and the excus have them close vigipirate sorry but you cannot let terrorist win;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
executive are very helpful and may entertain person without appointment rendez-vous the morning ...;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
bon service franchement rendez dame accueil;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.8520778477876577;False
prise charge rapide bon écoute communication jour situation réponse question équipe pôle uli;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;1.0;False
situation conseiller mme deschamps écoute attentive réactif grâce dame projet grand soulagement situation économique actuel;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
vrai simple rouage pôle emploi chômeur conseiller ici mme charluet particulièrement réactif écoute patient bon conseil ... good job;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
bon accueil écout réactif;1;1_réactif_écoute_personnel_conseiller;réactif - écoute - personnel - conseiller - bon - accueil - conseil - disponible - top - agent;1.0;False
conseiller disponible prêt démarche accès internet prise rendez-vous rapide conseiller;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
formidable dame épice hummm véritable voyage saveur;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
bon service mme paqueron formidable;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
commentaire avis négatif ... énormément agence pôle emploi france issoire meilleur service rapide efficace personnel écoute agréable solution problème fois plaisir compétent sympathique agence important;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;1.0;False
horaire chômeur ... heure ...;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.5133294728614326;False
conseiller vraiment compétent écout;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.9385755123089513;False
site jour aujourd'hui bien nom employeur ......;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
vendredi rendez-vous;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
pôle emploi grandement pest bubonique région année heureux ici jeune fifrelin recherche travail stable;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
rendez-vous constructif conseiller écoute bienveillant rassurante perspective intéressant conseiller pôle action place;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.9348669695829215;False
nan;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;1.0;False
avis dame accueil agréable écoute accueillante;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
beaucoup proposition travail coin sûr local neuf classe;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.11358201622618372;False
rendez-vous rapide;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
tre bon réception;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.11892877924994714;False
local pôle emploi face maire montereau;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.5045013991829662;False
équipe écoute pro humain rien important dêtr condition tjr réponse question prise charge rapide sourire dommage agence pole équipe directeur agence;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;1.0;False
étoile conseiller mme chagnon bien bien temps;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
moment aucun reproche;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
personnel pôle emploi formidable professionnel extrêmement solidaire;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
monsieur issac monsieur nemri bien projet formation disponible écoute sincère démarche;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
monsieur abida professionnel poliment petit retard part dossier rapidement monsieur bien expliquer superbe travail bon courage suite;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
franchement aujourd'hui Monsieur problème rien Monsieur aujourd'hui pôle emploi;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
étoile exclusivement mme cheffe service indemnité bon moment vie mot jamais investissement action humanité preuve époque ... bon continuation bien cordialement mme akta;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
excellent spécialement karim karine pro disponible suite dossier généralement pôle emploi mal non travail convenablement place dossier insatisfait serveur vocal heure bien pôle emploi goness agent superbe travail note avis négatif expérience positif chose cordialement;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.8608362517646256;False
bien jeune fille temps démarche bien côté femme accueil technicien écoute patient dossier papier futur formation projet professionnel ...;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
Monsieur paul suite situation immédiatement content;-1;-1_conseiller_emploi_accueil_bon;conseiller - emploi - accueil - bon - bien - pôle - écoute - rendez - agréable - personnel;0.0;False
tre bien bon accueil bon prise charge conseiller;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.523784518082573;False
bien;0;0_bon_bien_accueil_personnel;bon - bien - accueil - personnel - agence - conseiller - emploi - pôle - écoute - service;0.3457040947915337;False
