rate,review_text,object_address,sentiment,cleaned_text
1,"Grosse difficultés à contacter les conseillers. J'ai contacté ma conseillère par mail, elle s'est presque moquée de moi en me disant que je devait prendre rdv sur l'interface alors que depuis 2 semaines ça me dit aucune plage horaire disponible avec ce conseiller.  Service à revoir. Vraiment.","7 Rue Jean Fougerat, 16000 Angoulême",0,gros difficulté conseiller conseiller mail presque moquer interface semaine aucun plage horaire disponible conseiller service vraiment
1,"L'informatique est une priorité chez eux mais au détriment de l'être humain..... D'abord on me donne une adresse e-mail invalide puis la personne que j'avais eu au téléphone est devenue injoignable depuis avant hier alors que j'ai besoin de conventions de stage, mon employeur est furax, moi AUSSI! Qualité du service à revoir, l'informatique est mise au détriment de l'être humain je le répète.... Je n'ai plus qu'à chercher un autre stage car c'est trop tard maintenant!!!!!!!","7 Rue Jean Fougerat, 16000 Angoulême",0,informatique priorité détriment humain ..... adresse e-mail invalide pouvoir téléphone injoignable hier besoin convention stage employeur qualité service informatique détriment humain répèt .... stage trop tard
1,"j'ai eu affaire a une ""conseillère "" odieuse , mme Fronty .... elle n'écoute pas les projets pro, remplis son formulaire informatique et est dénuée d'humanité , pire , elle m'a manqué de respect et s'est comportée comme une ado ( roule des yeux , soupire ....) lorsque j'ai expliqué mes démarches de reconversion. immonde, puérile, et irrespectueuse !  je rédige actuellement une réclamation à sa direction, en espérant qu'ils réagissent !","7 Rue Jean Fougerat, 16000 Angoulême",0,affaire conseiller odieuse mme fronty .... écout projet pro formulaire informatique humanité pire respect ado roul oeil soupire .... démarche reconversion immonde puérile irrespectueux actuellement réclamation direction
1,"La première étoile est gratuite. L'avis concerne le système global. Une erreur d'indemnisation (c'est d'un compliqué pour régler leur boulette de trop perçus) car le conseiller (R.Gueguen) est injoignable, puis lors d'un déménagement je perd mes droits (bien commode de ne pas informer sur le site qu'il faut se réinscrire quand on change de région), même le site déconne et les horaires de la hotline sont une grosse blague.","7 Rue Jean Fougerat, 16000 Angoulême",0,étoile avis système global erreur indemnisation compliqué boulette trop conseiller r.gueguen injoignable pouvoir déménagement droit bien commode site change région site déconne horaire hotline gros blagu
1,mpossible de prendre rendez-vous,"7 Rue Jean Fougerat, 16000 Angoulême",0,mpossibl rendez-vous
1,Quel joie de se faire raccrocher au nez parce qu'il est 16h30 et que le fonctionnaire doit quitter son lieu de travail. Inexcusable !,"7 Rue Jean Fougerat, 16000 Angoulême",0,joie faire nez 16h30 fonctionnaire lieu travail inexcusable
1,"Very very useless, unsympathetic people working there. I had an appointment at 9.30am and I went there then the lady who assist me check the system and said that she cannot find my appointment and make the appointment again, or come back at 2.30afternoon. I travelled more than an hour to reached there. It is very unpleasent to hear come back and they do not have time eventhough i had an appointment. i do not recommand anyone to go there who cannot speak french. another thing if you cannot speak french they throw you whatever the reason you go there. very very bad staff working there. I dont think this type of uneducated people should work in this type of helping organisation. Rubbish Rubbish Rubbish","11 Rue Pelée, 75011 Paris",0,very very useles working there had 9.30am and went ther then the who the and that she cannot find and make the again come 2.30afternoon travelled more than hour reached there hear come and they not hav tim eventhough had not recommand there who cannot french thing you cannot speak french they throw you the reason you there very very bad working ther think thi typ peopl should work thi typ helping organisation rubbish rubbish rubbish
1,Favoritism appears made for the occupant,"11 Rue Pelée, 75011 Paris",0,favoritism appears for the
1,"Si vous comptez utiliser les moyens informatiques de cette agence, apportez votre chaise car ce n'est pas prévu de s'assoir (sauf l'unique emplacement réservé à un handicapés) et armez vous de patience car les ordinateurs ne sont pas des bêtes de courses (sans parler du débit du réseau pour une simple navigation sur le web comme consulter ses emails)  N'oubliez pas aussi à être formé pour utiliser la solution informatique proposée car non ce n'est pas du windows traditionnel sous active directory avec les outils bureautiques traditionnels.  Dernier détail, pas de réception réseau 4G dans l'agence et aucun Wi-Fi invité avec portail captif pour palier à ce problème pour les demandeurs d'emploi.  Je mets une étoile pour le personnel (qui ne maîtrise pas tout mais sont très patient) aidant les utilisateurs à utiliser ces 'choses' dans ces conditions en permanence debout.","11 Rue Pelée, 75011 Paris",0,moyen informatique agence chaise unique emplacement handicapé patience ordinateur bête course débit réseau simple navigation web e-mail solution informatique non window traditionnel sou active directory outil bureautique traditionnel dernier détail réception réseau gramme agence aucun portail captif palier problème demandeur emploi étoile personnel utilisateur chose condition permanence
1,"Une équipe recruté pour ces compétences en manipulation, tout est fait pour vous pousser à la faute et obtenir le saint graal de la radiation, du coup de téléphone à 1 sonnerie (si vous ne répondez vous recevez un mail vous indiquant être radié pour manquement à vos obligations), à la soit disant non réception de mail ou justificatifs, pareil radiation alors que vous disposez de toutes les preuves d'envoi. Un conseiller qui cherche à vous faire dire ce que vous n'avez pas dit pour vous faire sortir de vos ""obligations"" et donc justifié une radiation.  Heureusement, qu'on paye des cotisations pendants toute notre vie et voila le traitement réservé lors d'un coup dur.","11 Rue Pelée, 75011 Paris",0,équipe recruter compétence manipulation faute saint graal radiation coup téléphone sonnerie mail manquement obligation non réception mail justificatif pareil radiation preuve envoi conseiller faire faire obligation radiation heureusement cotisation vie traitement coup dur
1,"Le personnelle de cette agence ne prennent pas en compte les demandes d’avance , J’ai fait deux demandes qui son parti a la poubelle Aucune réponse Ma première demande a été envoyé le 18/03 une deuxième à été envoyé le 24/03 aujourd’hui nous somm Le 29/03 on me dit que c’est trop tard que les indemnités seront pour le premier du mois. Je suis extrêmement déçu de vôtre système Vous devriez revoir vos façons de travailler Si j’ai fait une demande d’avance sur allocation ce nes pas pour jouer au billes Je n’es pas demandé à faire la manche .","11 Rue Pelée, 75011 Paris",0,personnelle agence compte demande avance demande parti poubelle aucun réponse demande 18/03 24/03 aujourd’hui 29/03 trop tard indemnité mois extrêmement déçu système demande avance allocation bille manche
1,On me suspend mon are  ils ont oublié de prendre en compte 4 mois sur les fiche de paye et m'ont donner 35e par jour pdt 1an basé sur un mi temps alors que j'étais à temps plein du coup ils me doivent bcp d'argent et ne se manifeste pas après réclamation je vais depauser plainte au commissariat ! C'est du vol et de l'incompétence totale. En colere,"11 Rue Pelée, 75011 Paris",0,are compte mois fiche paie jour temps temps plein coup bcp argent réclamation plainte commissariat vol incompétence total colere
1,"Incapables d'enregistrer mon changement d'adresse après plusieurs passages et que le conseiller m'ait affirmé avoir fait le nécéssaire ,pourtant il est très important que mes documents soient à la bonne adresse pour les démarches incommensurables et si compliquées pour préparer la retraite !!!!","11 Rue Pelée, 75011 Paris",0,incapable changement adresse passage conseiller nécéssaire pourtant important document bon adresse démarche incommensurable retraite
1,"Le pire des Pôles Emploi, j'ai été en contact avec eux il y a quelques temps pour la société G4S. Autant il y a des agences efficaces que celle-ci est incompétente, peu fiable.","11 Rue Pelée, 75011 Paris",0,pire pôle emploi contact temps société autant agence efficace incompétent fiable
1,"Plutot Pole non emploi. J'ai appelé pour des renseignements sur les stages et les alternances, mais les seuls reponsent que j'obtiens : ""je ne sais pas"", ""je n'ai pas accès a ça"". Merci pour le coup de main.","11 Rue Pelée, 75011 Paris",0,non emploi renseignement stage alternance accès coup main
1,Tjr fermé 9h45 a 11h45 sinon vous allez jamais voir personne,"11 Rue Pelée, 75011 Paris",0,tjr fermé 9h45 jamais
1,"Aucune organisation. Aucune empathie , aucune compétence. Recrutement à revoir","11 Rue Pelée, 75011 Paris",0,aucun organisation aucun empathie aucun compétence recrutement
1,Incapables d'enregistrer mon changement d'adresse !,"11 Rue Pelée, 75011 Paris",0,incapable changement adresse
1,je cherche du travail plongeur,"11 Rue Pelée, 75011 Paris",0,travail plongeur
1,"Bonjour.  Je viens de vivre une expérience fort désagréable lors de ma venue à l’agence de Bayonne ce matin. La personne m’ayant « reçue » a l’accueil a fait preuve d’un mépris et d’une attitude des plus hautaines à mon égard. Plutôt que de répondre simplement aux questions que je suis venue poser, il a préféré tenter de faire la morale comme un père de famille l’aurait faite à son fils suite à une bêtise commise de sa part… Comment une personne ayant un poste à caractère  d’assistance à la personne peut faire preuve de si peu d’empathie à l’égard d’autrui ?!  Bilan : je rentre chez moi sans avoir eu réponse à mes questions.  Monsieur, si vous vous reconnaissez, merci de vous regarder dans une glace demain matin avant d’aller travailler, cela vous permettra peut être de traiter les gens que vous aurez en face de manière plus civilisée. Je vous souhaite sincèrement ne jamais être de l’autre côté de votre comptoir et d’être traité de la même manière dont vous traitez vous même les personnes. La frustration personnelle et l’aigreur évidente qui vous rongent ne peuvent être soulagées sur vos clients.  Un bonjour, ou même un sourire n’ont jamais tué quelqu’un jusqu’à preuve du contraire.  A bon entendeur, bonne  journée.","42 Bd du BAB, 64100 Bayonne",0,bonjour expérience fort désagréable venue agence bayonne matin accueil preuve mépris attitude hautain égard simplement question morale père famille fils suite bêtise commise part poste caractère assistance preuve bilan réponse question Monsieur glace demain matin celer face manière civilisé jamais côté comptoir manière frustration personnel aigreur client bonjour sourire jamais quelqu’ jusqu’ preuve contraire bon entendeur bon journée
1,"Vendredi 15 juillet , 10h. Nous sommes une dizaine de personnes à attendre dehors. Agence fermée . Pont du 14 juillet ? Rien d’affiché !! Trop compliqué d’écrire 3 mots sur une feuille et de la colller sur la porte ? Bravo pour le bilan de vos compétences et merci pour le respect de ceux qui se sont déplacés.","42 Bd du BAB, 64100 Bayonne",0,vendredi juillet 10h dizaine agence fermé pont juillet rien afficher trop mot feuille colller porte bravo bilan compétence respect
1,"Aux vu des nombreux commentaires négatif. C’est maintenant à mon tour ! Personne extrêmement hautaine et méprisante à l’accueil. Au lieu de répondre simplement à ma demande, elle préfère en premier temps faire des commentaires méprisant sur ma venu. Vous n’êtes ni Elon Musk, ni Jeff Bezos, vous êtes salarié, j’avais l’impression de discuter avec une multi milliardaire tellement son ego était important. Vous travaillez à Pôle Emploi, pas à l’entrée d’une boîte de nuit. A bon entendeur 😉 Je met ce commentaire avec un autre compte qui n’es pas mon vrai nom car ils seraient capable de me sanctionner j’en suis sûr 😂","42 Bd du BAB, 64100 Bayonne",0,commentaire négatif tour extrêmement hautain méprisant accueil lieu simplement demande temps commentaire méprisant venu elon musk jeff bezo salarier avai multi milliardaire ego important pôle emploi boîte nuit entendeur commentaire compte vrai nom capable sûr
1,"Premier contact : aucun contact. Le serveur vocal annonce 15mn d'attente, soit. 45mn plus tard, toujours aucun correspondant en ligne. Suite à un déménagement, j'ai du transféré mon dossier ici : c'est assez inquiétant pour un premier contact, et les commentaires en ligne ne sont pas plus rassurants.","42 Bd du BAB, 64100 Bayonne",0,contact aucun contact serveur vocal annonce 15mn attente 45mn tard aucun ligne suite déménagement transféré dossier ici contact commentaire ligne rassurant
1,"Le monsieur à l'accueil aux cheveux gris n'était pas du tout agréable, heureusement que ses collègues au téléphone étaient plus conciliants...","42 Bd du BAB, 64100 Bayonne",0,Monsieur accueil cheveux gris agréable heureusement collègue téléphone conciliant ...
1,"Honnêtement, j’ai l’impression d’être une incapable quand je les appelle. À Biarritz j’avais une super conseillère (j’ai dû avoir de la chance) mais alors bayonne... honte à la « conseillère » que j’ai au téléphone, qui, me prend de haut en lui parlant de la formation que je veux faire, qui m’a dit que ma formation n’était apparemment pas finançable mais qui au contraire l’était (merci au conseil régional de m’avoir ouvert les yeux) Je travaille depuis mes 17 ans, j’entreprend une formation pour la première fois de ma vie et parce que cette conseillère a jugé que ma formation ne lui plaisait pas, on ne me l’a finance pas.. En tout cas, on m’a donné aucune explication et on m’a répondu « y’a pas de quoi être dépitée et j’ai pas le temps, je dois répondre à d’autre appels » Changez de métier si c’est pour avoir un tel comportement.","42 Bd du BAB, 64100 Bayonne",0,honnêtement impression incapable appelle biarritz avai conseiller chance bayonn ... hont conseiller téléphone haut luire formation formation apparemment finançable contraire conseil régional oeil formation fois vie conseiller formation luire finance cas aucun explication temps appel métier comportement
1,"Au des récents avis ça n'a pas changé, rien d'étonnant!  une agence qui ne devrait pas seulement fermer l'après-midi mais fermer tout court. Pole Emploi est OUT! Boycottons cet organisme qui est complètement à l'ouest en matière d'emploi!! Pour la plupart ils sont pistonnés et incompétents. Leur leitmotiv : brasser du vent (car détachés de toute conscience professionnelle). Elle est belle la référence en matière d'emploi!","42 Bd du BAB, 64100 Bayonne",0,récent avis rien étonnant agence après-midi court pole out boycotton organisme complètement ouest matière emploi plupart incompétent leitmotiv vent conscience professionnel référence matière emploi
1,3 semaines d'attente pour un premier rdv. Le jour J je tombe sur une dame qui ne sait pas se servir d'une souris et qui me dit que ma conseillère n'est pas là aujourd'hui. Ca valait bien le coup d'attendre autant. Une bande sacrée bande de rigolos,"42 Bd du BAB, 64100 Bayonne",0,semaine attente rendez-vous jour dame souris conseiller aujourd'hui bien coup autant bande band
1,"Une belle brochette de je m'en foutiste, payer a quoi à faire ?? Rien comme d'habitude une honte....","42 Bd du BAB, 64100 Bayonne",0,bel brochette foutiste rien habitude honte ....
1,"Conseillère condescendante et incapable de répondre aux questions posées. Dire que Pole emploi de toutes façons de financera pas une formation à une personne qui a un bac et donner 2 numéros (injoignables), voilà la conclusion de cet « entretien ». Alors avant de vous permettre d’appeler les gens « ma petite dame », assurez vous de connaître votre métier et essayez de l’exercer au mieux.","42 Bd du BAB, 64100 Bayonne",0,conseiller condescendant incapable question pole formation bac numéro injoignable conclusion entretien petit dame métier essayez mieux
1,"Minable, chacun se renvoi le problème, finalement après 3 mails et 2 appels téléphonique surtaxés.... Je n'ai toujours pas la réponse à une question simple. ""C'est pas moi, c'est le voisin"", ""je ne peux pas vous aider"", ""je ne sais pas""... C'est dramatique... Il y a tellement de demandeurs d'emplois qui ne demandent qu'a travailler ! Triste et pathétique.","42 Bd du BAB, 64100 Bayonne",0,minable problème finalement mail appel téléphonique surtaxé .... réponse question simple voisin ... dramatique ... demandeur emploi triste pathétique
1,"Le personel est désagréable, service inexistant, au niveau formation que du blalala et de la poudre au yeux, vue que les compte sont gelés, l'Etat ne fait aucune appelle d'offfre et pendant ce temps la on nous envoie a l'afpa pour chercher une formation que nous aurons jamais","42 Bd du BAB, 64100 Bayonne",0,personel désagréable service niveau formation blalala poudre oeil vue compte etat aucun appelle offfre temps afpa formation jamais
1,L'accueil est pas terrible le personnel de salle n'est pas à l'écoute mieux ça discute maquillage et pour un problème on est redirigé vers l'accueil pas terrible pour ma part,"42 Bd du BAB, 64100 Bayonne",0,accueil terrible personnel salle écoute mieux discut maquillage problème accueil terrible part
1,Pole emploi ferme lapres midi pfff que ce bidon comment on fait si on peut pas venir le matin et be tu prend  un rdv pffff,"42 Bd du BAB, 64100 Bayonne",0,pole emploi ferme lapre midi pfff bidon matin rendez-vous pffff
1,il ne manque plus que le fromage et l apéro dans ce pole emploi ils ne servent à rien à l intérieur payer à rien faire 😁 …,"42 Bd du BAB, 64100 Bayonne",0,fromage apéro pole servir rien intérieur rien faire
1,"c'est une honte en tout point, ils font exprés c'est pas possible autrement","42 Bd du BAB, 64100 Bayonne",0,honte point
1,bravo la france,"42 Bd du BAB, 64100 Bayonne",0,bravo france
1,"how anyone can give a positive review on this place. ZERO STAR. Unless, incompetent, condescending, they don't give a shi t.","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",0,how can giv positif review plac star unless incompetent condescending they don' give shi
1,"Très désagréable. J arrive en retard  trouve pas de place ,j envoi mail pour m excusez. J arrive à pôle emploi.on m accueil très gentillement , et après ma conseillère arrive je m excusez de mon retard .elle me répond il y a pas de désolé. Choque. Enfin les ners quoi tout sa parce que il ya pas de place ni de parking exprès pour ce gare  . Alors on galère à ce gare et vive le marché en plus . Enfin voilà. Bon courage .","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",0,désagréable retard trouve place envoi mail excusez pôle emploi.on accueil gentillement conseiller excusez retard désolé choque ner place parking gare gare vif marché bon courage
1,Un grand bravo à l’équipe informatique de Pôle Emploi IDF. Configurer les postes pour raccrocher à 17 h pile quand on est en ligne depuis 10 minutes et que malheureusement personne n’a eu le temps de répondre.,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",0,grand bravo équipe informatique pôle emploi idf poste heure ligne minute malheureusement personn temps
1,On a trouver le travail le plus désobligeant après les contrôleur vous devriez avoir honte sacher que lorsque que l'on vous appel c'est par détresse on aimerai avoir des explication pas des embrouille vous devez avoir honte de vous toujours a vouloir rabaisser le citoyen qui travail si on pouvais on vous aurez jamais soliciter parce que vous vous prenez de haut vous etes ni employer de banque et encore moin assistante sociale rester a votre place bientôt vous existerait plus avec les reforme des retraite bientôt vous ne serai plus et la je vais aimer vous voir chercher du travail on verra comment vous allez vous y prendre,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",0,travail contrôleur appel détresse explication embrouille hont citoyen travail jamais haut ete banque moin assistant social place bientôt reforme retraite bientôt travail
1,Je confirme les dis dans les autres commentaires si je pouvais aussi mettre zéro je le ferai. Ce sont des incompétent qui ne connaissent pas leur job. En résumé leur réputation les précède un vrai calamité.,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",0,commentaire zéro ferai incompétent job résumé réputation vrai calamité
1,"Si je pouvais mettre 0 étoiles je le ferais. Jamais vu des incompétents pareil. Où plutôt incompétentes, je suis tombée sur des jeunes hommes super gentils et aidant mais alors les autres ! Elles sont là pour mal parler trop pressée de ne rien faire et d'aller en pause, ne comprennent même pas leurs travail et raconte mais n'importe quoi. J'ai appelé 10 fois en une matinée pour qu'on m'aide et seul un m'a aidé ( un des hommes) les 2 fois suivantes 2 incompétentes","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",0,étoile ferai jamais incompétent pareil incompétent tomber jeune homme gentil mal trop pressée rien pause travail racont fois matinée aide homme fois incompétent
1,"Je me demande comment c’est possible de travailler au près des autres afin de les accompagner, alors que quand on souhaite vous joindre, ni la conseillère, ni le service répond. De plus renouveler des dizaines de fois les mêmes demandes, les mêmes mails, je perds patience. Personne n’est disponible c’est fermé, il est 15 HEURES","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",0,joindre conseiller service dizaine fois demande mail patience disponible heure
1,"J’ai l’impression que le personnel est formé de manière à épuiser psychologiquement les demandeurs d’emplois. J’ai jamais vu une telle incompétence. Ils font traîner les dossiers et les demandes le plus possible, vous raccroche au nez etc, ce qui ne facilite pas les échanges. La conscience professionnelle ne fait pas partie intégrante de leur politique faut croire. Obligé sans cesse de faire appel au médiateur. C’est du JAMAIS vu","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",0,impression personnel manière psychologiquement demandeur emploi jamais incompétence dossier demande nez échange conscience professionnel partie intégrant politique obligé cesse appel médiateur jamais
1,"Depuis quand pôle emploi se permet d'appeler son nouveau employeur !!?? On trouve un travail par ses propres moyens hors réseau pôle emploi et vous vous permettez d'appeler...!? Dans quel but ? Vous franchissé les lignes de la vie privée des gens !!?? Du jamais vu, vous êtes solaire. Je vais faire remonter plus haut soyez en certain.","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",0,pôle employeur travail propre moyen réseau pôle emploi ... but ligne vie jamais solaire faire haut
1,PERSONNEL DESAGREABLE AU PLUS HAUT POINT !!! Faire trainer les dossier au maximum pour ne pas les traiter INCROYABLE !!!!  de plus c'est nous qui devons former votre personnel sur votre plate-forme mais on est où la ?!!!! C'est dégueulasse de jouer avec la situation des personnes en difficulté à trouver un emploi !!,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",0,personnel desagreabl haut point faire dossier maximum incroyable personnel plate forme dégueulasse situation emploi
1,"Impossible de joindre un conseiller, même atittre. Pourtant j'ai reçu un mail stipulant que ma demande serai prise en charge sous 48h. Ça fait 7 jours !!!! La plateforme, j'ai demandé un simple document et d'un coup, silence, plus rien, plus d'interlocuteur, ça a duré 7 mn de silence. Oui, je suis patiente !!! Pour finir, communication coupé. Résultat, pas de document. Qui plus est, impossible de le télécharger sur le site. Compliqué pôle emploi","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",0,impossible joindre conseiller atittre pourtant mail demande prise charge sou 48h jour plateforme simple document coup silence rien interlocuteur minute silence oui communication résultat document impossible télécharger site pôle emploi
1,LA MAUVAISE FOI ET LES MOQUERIES DU PERSONNEL EN CHARGE D'ACCEUILLIR LES GENS LE(  30/09/2022 ) ENTRE 9H ET 11H EST JUSTE INADMISSIBLE !!!!JE PARLE BIEN SUR DE CELLES QUI SONT SITUEES DERRIERE LES DEUX GUICHETS D'ACCEUIL C'EST ÉCŒURANT DE VOIR DES PAUVRES FILLES MALHEUREUSES DANS LEUR PEAU PAR DES RAISONS QUI SAUTENT AU YEUX... SE REJOUIR DU FAIT QUE LES DOSSIERS TRAÎNENT AFIN D'ÉPUISER LES GENS DOMMAGE QUE JAI PAS VOS NOMS MAIS AVEC LA DATE ET LE CRÉNEAU HORAIRE TOUT EST DIT ! LE KARMA EXISTE ;),"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",0,mauvais foi moquerie personnel charge 30/09/2022 entrer 11h inadmissible bien situees guichet acceuil écœurant pauvre fille malheureux peau raison sauter oeil ... dossier traînent dommage jai nom date créneau horaire karma exister
1,"Un pôle emploi incompétent qui ne vous propose aucunes solutions cohérentes avec votre parcours pro. Du jamais vu, il vous conseille une formation en une langue vous leur présentez le devis (-de 1000€) il l’a refuse pour  non cohérence avec le poste souhaité et pourtant c’est bien eux qui m’ont conseillé cette formation. Pas de logique, perte de temps, vaut mieux se débrouiller soit même. Ils ne servent à rien. Pôle emploi de Corbeil Essonne tout est à revoir et quand je lis les commentaires précédents, je comprends.","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",0,pôle emploi aucun solution cohérent parcours pro jamais formation langue devis -de 1000 euro non cohérence poste souhaiter pourtant bien formation logique perte temps mieux rien pôle corbeil essonn commentaire précédent comprend
1,"Le pôle emploi le plus nul mme Silou inutile, que des probleme d’indemnités. N’hésitez pas à mettre des coups de pression c’est comme ça que ça marche là bas","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",0,pôle mme silou inutile indemnité coup pression marche
1,"Dommage qu'il n'y a pas une note moins de zéro,,au lieu que le pôle emploi qui m'aide  avec mes indemnités, c'est moi qui l'aide avec des trops perçus illégaux, meme si il ne vous paie rien ,c'est vous qui paie ce pôle emploi. service indemnité zéro, ne comprend rien du tout et ne vous entend même pas...incompétence à haut niveau.","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",0,"dommage note zéro,,au lieu pôle emploi indemnité aide trop perçu illégal rien pôle emploi service indemnité zéro rien ... incompétence haut niveau"
1,"Pôle emploi tout pourri avec directives obtus. Le personnel passe la totalité de son temps a créer des situations de radiations potentielles dans l'objectif de ne pas payer les droits. Et ce, dès votre inscription. Ne comptez surtout pas sur eux pour faire le boulot pour lequel ils sont payés, à savoir vous aider à retrouver un travail.  Ils vous donnent des rendez vous tous les quatre matins juste pour contrôler si vous venez ou pas. Et on est obligé de se déplacer juste pour ça et leur faire plaisir a cette bande de bras cassés. C'est dingue... ils nous font nous déplacer juste pour ça! A aucun moment ils vous proposerons des opportunités d'emplois ou de formation. De vrais nazes qui jouent aux matons de prison.  Je pensais que les conseillers pôle emploi étaient surchargés?!? Bah pas à Corbeil essonnes il faut croire vu ce qu'ils font pour occuper leur temps inutilement.","14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",0,pôle directif obtu personnel totalité temps situation radiation potentiel objectif droit inscription boulot travail rendez matin obliger plaisir bande bras dingue ... aucun moment opportunité emploi formation vrai naze maton prison conseiller pôle corbeil essonne temps inutilement
1,Dommages que je ne puisses pas mettre 0. Conseillère qui ne sert à rien et que ne comprends  rien.que  l on envoie les documents par la poste ou qu on les dépose dans leurs boîtes au lettres ne les reçoivent JAMAIS. Toute demande de formation ou d échelonnement pour trop perçu cela n est jamais possible. Je pourrais faire leurs travaille avec plus de compétences,"14 Quai Jacques Bourgoin, 91100 Corbeil-Essonnes",0,dommage conseiller sert rien rien.que document poste dépose boîte lettre jamais demande formation échelonnement trop celer jamais compétence
